Gene,architecture,dataset,IDR_START,IDR_END,IDR_ID,Asphericity,Radius_of_gyration,Radius_of_gyration_scaled,End_to_end_distance,End_to_end_distance_scaled,Scaling_exponent,Prefactor,Kappa,Length,FCR,NCPR,SHD,SCD,Molecular_weight,F_Neg,F_Pos,Hydrophobicity,Fraction_aromatic,Fraction_aliphatic,Fraction_polar,Complexity,cog_root_ids
OM-RGC.v2.043293591,IDR,omrgcv2,1,57,OM-RGC.v2.043293591_1-57,0.437,20.481,22.872,56.243,57.044,0.578,6.319,0.364787608385086,57,0.4561403508771929,0.2807017543859649,4.314852270969127,8.66863037150759,6830.799999999998,0.087719298245614,0.3684210526315789,2.370175438596492,0.1403508771929824,0.0175438596491228,0.3333333333333333,0.7153983809570699,COG0513
OM-RGC.v2.042946676,IDR,omrgcv2,1,59,OM-RGC.v2.042946676_1-59,0.455,22.158,22.945,59.967,55.199,0.58,6.266,0.3218389302492142,59,0.3898305084745762,0.2203389830508474,4.614816281210138,4.011970126286313,6946.2,0.0847457627118644,0.3050847457627118,3.3711864406779664,0.1186440677966101,0.1525423728813559,0.3220338983050848,0.8054909912034748,COG0513
OM-RGC.v2.039955168,IDR,omrgcv2,1,76,OM-RGC.v2.039955168_1-76,0.45,26.204,27.421,66.167,67.9,0.582,5.804,0.1815951019525528,76,0.3552631578947368,0.25,4.881021922774311,11.073019800746062,8699.400000000009,0.0526315789473684,0.3026315789473684,3.009210526315789,0.131578947368421,0.0789473684210526,0.3947368421052631,0.8020796644010705,COG0513
OM-RGC.v2.031544653,ORDERED-IDR,omrgcv2,115,130,OM-RGC.v2.031544653_115-130,0.52,10.958,10.958,28.001,28.001,0.528,4.567,-1.0,16,0.5625,0.5625,2.599124820665447,5.004469822762994,1968.7,0.0,0.5625,1.88125,0.0625,0.125,0.25,0.5096844470227571,COG0513
OM-RGC.v2.026781486,ORDERED-IDR,omrgcv2,100,163,OM-RGC.v2.026781486_100-163,0.42,22.272,22.477,51.86,53.176,0.52,6.207,0.3595090955495834,64,0.390625,0.234375,3.364626528570704,4.597570128529348,7245.9000000000015,0.078125,0.3125,2.1656250000000004,0.046875,0.015625,0.53125,0.7228402119244002,COG0513
OM-RGC.v2.021708830,ORDERED-IDR,omrgcv2,115,185,OM-RGC.v2.021708830_115-185,0.451,24.736,26.014,61.402,64.24,0.583,5.934,0.2457264512777328,71,0.5211267605633803,0.2394366197183098,4.240391904850184,7.224748678344833,8420.900000000009,0.1408450704225352,0.380281690140845,2.5661971830985912,0.056338028169014,0.1267605633802817,0.2816901408450704,0.8075325501838789,COG0513
OM-RGC.v2.041884896,IDR,omrgcv2,1,65,OM-RGC.v2.041884896_1-65,0.417,22.049,24.0,55.681,57.961,0.557,6.084,0.2151427119970321,65,0.4461538461538462,0.1692307692307692,4.302777799799654,2.4259466857250165,7669.000000000004,0.1384615384615384,0.3076923076923077,2.7292307692307687,0.0615384615384615,0.1692307692307692,0.2923076923076923,0.836931933855085,COG0513
OM-RGC.v2.045145914,IDR,omrgcv2,1,45,OM-RGC.v2.045145914_1-45,0.474,18.555,20.418,49.731,50.619,0.592,6.06,0.2537058368325233,45,0.4666666666666667,0.2888888888888888,3.91248941598702,6.013271583829559,5320.999999999999,0.0888888888888888,0.3777777777777777,2.3288888888888883,0.0888888888888888,0.0888888888888888,0.3333333333333333,0.7726251627368402,COG0513
OM-RGC.v2.043628024,IDR,omrgcv2,1,55,OM-RGC.v2.043628024_1-55,0.429,20.71,21.96,53.005,52.661,0.546,6.183,0.2934004515409469,55,0.2909090909090909,0.1454545454545454,4.359115203901119,1.76084603437746,6339.3,0.0727272727272727,0.2181818181818181,3.505454545454546,0.0363636363636363,0.2727272727272727,0.3090909090909091,0.8802709586037163,COG0513
OM-RGC.v2.023922723,ORDERED-IDR,omrgcv2,103,175,OM-RGC.v2.023922723_103-175,0.43,24.762,25.382,64.761,63.507,0.578,5.924,0.1862229853868484,73,0.4383561643835616,0.1917808219178082,4.169640613121162,5.178258078498252,8584.000000000007,0.1232876712328767,0.3150684931506849,2.286301369863013,0.0410958904109589,0.1232876712328767,0.3698630136986301,0.854838583070167,COG0513
OM-RGC.v2.033610155,ORDERED-IDR,omrgcv2,73,116,OM-RGC.v2.033610155_73-116,0.451,18.094,19.164,48.921,48.279,0.579,5.638,0.1932363361120224,44,0.3863636363636363,0.2954545454545454,3.387169221024014,6.6717308753812725,5092.3,0.0454545454545454,0.3409090909090909,1.9113636363636368,0.0227272727272727,0.0681818181818181,0.4545454545454545,0.7027932654527823,COG0513
OM-RGC.v2.029344302,ORDERED-IDR,omrgcv2,114,145,OM-RGC.v2.029344302_114-145,0.481,16.588,16.588,41.665,41.665,0.589,5.939,0.3073467165231704,32,0.375,0.3125,3.181570172295684,4.177485447640894,3721.899999999999,0.03125,0.34375,1.959375,0.03125,0.03125,0.4375,0.7557105753063195,COG0513
OM-RGC.v2.043121773,IDR,omrgcv2,1,58,OM-RGC.v2.043121773_1-58,0.452,22.476,23.553,56.433,58.517,0.583,6.27,0.2249606177210807,58,0.4137931034482758,0.2413793103448275,4.46460215603173,6.259394127006593,6777.799999999998,0.0862068965517241,0.3275862068965517,2.836206896551724,0.1034482758620689,0.0862068965517241,0.3448275862068965,0.7907311447336884,COG0513
OM-RGC.v2.039095652,ORDERED-IDR,omrgcv2,48,81,OM-RGC.v2.039095652_48-81,0.443,17.841,17.841,48.785,48.785,0.656,5.468,0.5038150250911713,34,0.4705882352941176,0.411764705882353,3.5276263629763207,8.077104799249344,4119.499999999997,0.0294117647058823,0.4411764705882353,2.126470588235294,0.0588235294117647,0.088235294117647,0.2941176470588235,0.741326516596829,COG0513
OM-RGC.v2.039955403,IDR,omrgcv2,1,76,OM-RGC.v2.039955403_1-76,0.416,25.361,26.372,59.584,61.686,0.531,6.931,0.2697862237691879,76,0.368421052631579,0.1052631578947368,4.684428077688679,0.0994466697984801,8762.500000000007,0.131578947368421,0.2368421052631579,3.0368421052631582,0.0394736842105263,0.2105263157894736,0.3157894736842105,0.9065425419471462,COG0513
OM-RGC.v2.016978621,ORDERED-IDR,omrgcv2,182,212,OM-RGC.v2.016978621_182-212,0.421,15.542,15.542,39.077,39.077,0.605,6.022,0.4673470109701156,31,0.4516129032258064,0.2580645161290322,3.262279407818794,0.8505084430092033,3697.699999999998,0.0967741935483871,0.3548387096774194,2.6580645161290315,0.0967741935483871,0.0967741935483871,0.3225806451612903,0.7776995504957835,COG0513
OM-RGC.v2.008333576,ORDERED-IDR,omrgcv2,271,301,OM-RGC.v2.008333576_271-301,0.524,17.697,17.697,45.843,45.843,0.644,5.719,-1.0,31,0.5161290322580645,0.5161290322580645,3.661378766387697,12.168348075323982,3642.2999999999975,0.0,0.5161290322580645,2.577419354838709,0.0,0.1935483870967742,0.2903225806451612,0.5734089376326025,COG0513
OM-RGC.v2.007840803,ORDERED-IDR,omrgcv2,248,309,OM-RGC.v2.007840803_248-309,0.448,24.287,24.973,60.3,59.857,0.575,6.639,0.35047447681427,62,0.3870967741935484,0.1290322580645161,4.921295140605218,0.2597589354540542,7109.4,0.1290322580645161,0.2580645161290322,3.543548387096774,0.0161290322580645,0.2903225806451612,0.2258064516129032,0.8374364609368714,COG0513
OM-RGC.v2.028764720,ORDERED-IDR,omrgcv2,78,149,OM-RGC.v2.028764720_78-149,0.405,23.332,24.819,56.648,59.051,0.526,7.246,0.2339178323745727,72,0.4305555555555556,0.125,4.401434120324853,-0.9058810731394356,8439.500000000005,0.1527777777777777,0.2777777777777778,2.526388888888889,0.0694444444444444,0.1111111111111111,0.3333333333333332,0.8687558856543329,COG0513
OM-RGC.v2.018214007,ORDERED-IDR,omrgcv2,185,204,OM-RGC.v2.018214007_185-204,0.481,12.229,12.229,30.525,30.525,0.546,6.836,-1.0,20,0.35,0.35,2.915353452963448,2.7139290577328303,2407.199999999999,0.0,0.35,2.4,0.05,0.15,0.45,0.6487154886667355,COG0513
OM-RGC.v2.020706485,ORDERED-IDR,omrgcv2,99,190,OM-RGC.v2.020706485_99-190,0.448,32.052,32.156,78.206,79.696,0.597,5.946,0.2622572630643844,92,0.3804347826086956,0.2499999999999999,4.55669920200376,14.058033559318469,10153.800000000016,0.0652173913043478,0.3152173913043478,2.597826086956521,0.0108695652173913,0.1195652173913043,0.3804347826086957,0.7761388317857826,COG0513
OM-RGC.v2.003784767,ORDERED-IDR,omrgcv2,381,411,OM-RGC.v2.003784767_381-411,0.45,16.637,16.637,45.38,45.38,0.643,5.08,0.4830444306135177,31,0.4838709677419355,0.4193548387096774,3.471209210610584,7.485811372023414,3736.999999999997,0.032258064516129,0.4516129032258064,2.174193548387097,0.064516129032258,0.0967741935483871,0.2903225806451612,0.7449307265553403,COG0513
OM-RGC.v2.003414820,ORDERED-IDR,omrgcv2,359,426,OM-RGC.v2.003414820_359-426,0.481,27.017,26.967,66.955,67.147,0.607,5.698,-1.0,68,0.3382352941176471,0.3382352941176471,4.765779603117378,16.10585211288094,7336.199999999999,0.0,0.3382352941176471,3.14264705882353,0.1029411764705882,0.0735294117647058,0.4411764705882353,0.6927383993682654,COG0513
OM-RGC.v2.006498558,ORDERED-IDR,omrgcv2,298,334,OM-RGC.v2.006498558_298-334,0.46,17.24,17.621,44.446,44.526,0.583,6.036,0.188871830701828,37,0.3513513513513513,0.2972972972972973,3.397116406681969,4.776247612324399,4248.599999999998,0.027027027027027,0.3243243243243243,2.5351351351351354,0.027027027027027,0.1081081081081081,0.4594594594594595,0.7768082607229717,COG0513
OM-RGC.v2.001332252,ORDERED-IDR-ORDERED-IDR,omrgcv2,427,471,OM-RGC.v2.001332252_427-471,0.44,19.204,19.3,45.82,47.328,0.551,6.505,0.1101943626999855,45,0.5555555555555556,-0.0222222222222222,3.590472087034451,-0.6065330893966626,5284.1,0.2888888888888889,0.2666666666666666,2.535555555555556,0.0444444444444444,0.1111111111111111,0.1777777777777777,0.778894386009954,COG0513
OM-RGC.v2.001332252,ORDERED-IDR-ORDERED-IDR,omrgcv2,539,586,OM-RGC.v2.001332252_539-586,0.445,17.946,20.432,49.39,48.898,0.531,6.744,0.2452029064297676,48,0.3333333333333333,0.125,3.822265242008291,0.476360777336852,5323.599999999999,0.1041666666666666,0.2291666666666666,2.5583333333333336,0.0208333333333333,0.1041666666666666,0.375,0.8022531451286232,COG0513
OM-RGC.v2.045566600,IDR,omrgcv2,1,42,OM-RGC.v2.045566600_1-42,0.491,19.407,20.362,50.241,50.393,0.612,6.216,0.3295744657516479,42,0.5,0.3571428571428572,3.881735000901117,8.369227635611105,4953.699999999998,0.0714285714285714,0.4285714285714286,2.5666666666666664,0.0714285714285714,0.1666666666666666,0.238095238095238,0.7580903889305632,COG0513
OM-RGC.v2.001366511,ORDERED-IDR,omrgcv2,536,581,OM-RGC.v2.001366511_536-581,0.497,20.237,21.767,53.81,56.194,0.61,6.331,0.2078147083520889,46,0.5,0.4130434782608695,3.5852746501792456,14.611677947724685,5584.099999999998,0.0434782608695652,0.4565217391304347,2.2565217391304344,0.0869565217391304,0.0434782608695652,0.3043478260869565,0.6573853465512347,COG0513
OM-RGC.v2.004399752,ORDERED-IDR,omrgcv2,321,389,OM-RGC.v2.004399752_321-389,0.43,24.92,25.15,63.013,61.95,0.577,5.894,0.1557777896523475,69,0.3333333333333333,0.2463768115942029,3.806359667058808,9.308025094580705,7750.000000000004,0.0434782608695652,0.2898550724637681,2.0550724637681155,0.0,0.0434782608695652,0.5652173913043479,0.7582670211646292,COG0513
OM-RGC.v2.005462543,ORDERED-IDR,omrgcv2,320,358,OM-RGC.v2.005462543_320-358,0.422,17.864,17.641,44.248,43.179,0.575,6.368,0.2492550387978553,39,0.2564102564102564,0.1538461538461538,3.873101120755789,1.436569365474032,4368.299999999999,0.0512820512820512,0.2051282051282051,2.6641025641025635,0.0512820512820512,0.1025641025641025,0.4871794871794871,0.8456985085369298,COG0513
OM-RGC.v2.003461958,ORDERED-IDR,omrgcv2,352,424,OM-RGC.v2.003461958_352-424,0.449,26.202,26.71,66.157,67.363,0.595,5.568,0.2262214794754982,73,0.3698630136986301,0.2602739726027397,4.486268802369096,10.785981037488856,7802.400000000009,0.0547945205479452,0.3150684931506849,2.9315068493150687,0.0273972602739726,0.1780821917808219,0.410958904109589,0.7708837774125046,COG0513
OM-RGC.v2.003298479,ORDERED-IDR,omrgcv2,378,431,OM-RGC.v2.003298479_378-431,0.419,18.865,21.051,48.036,50.576,0.534,6.752,0.2255827337503433,54,0.5185185185185185,0.1481481481481481,3.700153523875059,-0.6539234652687002,6595.399999999997,0.1851851851851851,0.3333333333333333,2.3777777777777778,0.0555555555555555,0.1481481481481481,0.2407407407407407,0.8293893859995286,COG0513
OM-RGC.v2.001135735,ORDERED-IDR,omrgcv2,530,617,OM-RGC.v2.001135735_530-617,0.432,27.976,28.196,67.754,69.763,0.57,6.108,0.235125683248043,88,0.409090909090909,0.2045454545454545,4.330793684251495,8.872884925019514,9727.100000000017,0.1022727272727272,0.3068181818181818,2.601136363636364,0.0681818181818181,0.0681818181818181,0.3977272727272727,0.7562413527157036,COG0513
OM-RGC.v2.016546198,ORDERED-IDR,omrgcv2,171,215,OM-RGC.v2.016546198_171-215,0.42,16.767,18.579,42.347,42.166,0.545,6.508,0.3779873251914978,45,0.2222222222222222,0.1333333333333333,3.6718001304206216,0.4686608381692989,4760.799999999999,0.0444444444444444,0.1777777777777777,2.5644444444444443,0.0222222222222222,0.0888888888888888,0.5555555555555556,0.7564390176168765,COG0513
OM-RGC.v2.000790775,ORDERED-IDR-ORDERED-IDR,omrgcv2,434,515,OM-RGC.v2.000790775_434-515,0.441,28.501,28.517,67.177,67.495,0.567,6.23,0.1000563837587833,82,0.4146341463414633,0.073170731707317,4.5441256709986,0.0873786404862649,9340.300000000014,0.1707317073170731,0.2439024390243902,2.9963414634146344,0.024390243902439,0.2195121951219512,0.2317073170731707,0.8297098991422911,COG0513
OM-RGC.v2.000790775,ORDERED-IDR-ORDERED-IDR,omrgcv2,593,694,OM-RGC.v2.000790775_593-694,0.448,31.301,33.71,80.949,82.176,0.585,6.039,0.1923963874578476,102,0.4019607843137255,0.1862745098039215,4.932485810945965,8.804358473268556,11027.90000000002,0.1078431372549019,0.2941176470588235,2.867647058823529,0.0196078431372549,0.1666666666666666,0.3039215686274509,0.8113414881466401,COG0513
OM-RGC.v2.045565935,IDR,omrgcv2,1,42,OM-RGC.v2.045565935_1-42,0.483,18.991,20.076,52.295,50.059,0.607,6.46,0.3173148036003113,42,0.5,0.3571428571428571,3.837498884079869,8.381204703535229,4969.699999999999,0.0714285714285714,0.4285714285714285,2.2619047619047614,0.0714285714285714,0.119047619047619,0.2857142857142857,0.7498461268287194,COG0513
OM-RGC.v2.027054646,IDR-ORDERED-IDR,omrgcv2,1,20,OM-RGC.v2.027054646_1-20,0.445,11.507,11.507,28.321,28.321,0.592,5.844,0.2933612912893295,20,0.25,0.05,3.086050576213005,-0.1368304729926426,2221.899999999999,0.1,0.15,3.43,0.0,0.3,0.4499999999999999,0.8293020247188079,COG0513
OM-RGC.v2.027054646,IDR-ORDERED-IDR,omrgcv2,112,161,OM-RGC.v2.027054646_112-161,0.443,19.313,20.474,50.674,50.768,0.562,6.263,0.2752194553613662,50,0.44,0.2399999999999999,3.797583429923646,4.180908365803192,6184.7,0.1,0.3399999999999999,2.048,0.08,0.06,0.34,0.7728941460295864,COG0513
OM-RGC.v2.002904476,ORDERED-IDR,omrgcv2,376,450,OM-RGC.v2.002904476_376-450,0.407,24.326,25.471,59.238,60.826,0.532,7.077,0.2147313728928566,75,0.44,0.0933333333333333,4.531736225517856,-1.260065457211628,8959.400000000007,0.1733333333333333,0.2666666666666666,2.529333333333333,0.0666666666666666,0.1466666666666666,0.28,0.8751660868189511,COG0513
OM-RGC.v2.001582234,ORDERED-IDR,omrgcv2,440,553,OM-RGC.v2.001582234_440-553,0.419,31.289,31.865,78.843,76.62,0.569,5.903,0.2212105691432953,114,0.2543859649122807,0.1666666666666666,4.79017132596818,8.110538505883534,11501.00000000003,0.043859649122807,0.2105263157894736,2.892105263157895,0.0614035087719298,0.0263157894736842,0.6228070175438596,0.6835582128854347,COG0513
OM-RGC.v2.003022904,ORDERED-IDR,omrgcv2,378,444,OM-RGC.v2.003022904_378-444,0.425,23.388,24.032,58.537,58.86,0.561,6.03,0.1495022028684616,67,0.2985074626865671,0.1791044776119403,4.326589136861696,4.262145147129448,6767.100000000002,0.0597014925373134,0.2388059701492537,2.798507462686567,0.044776119402985,0.0597014925373134,0.5074626865671642,0.7431766837889383,COG0513
OM-RGC.v2.009199537,ORDERED-IDR,omrgcv2,251,288,OM-RGC.v2.009199537_251-288,0.417,15.607,18.107,40.63,40.71,0.542,7.278,0.3757884055376053,38,0.3684210526315789,0.2105263157894737,3.475365421489542,0.4092232676604939,4599.499999999998,0.0789473684210526,0.2894736842105263,1.9026315789473685,0.0789473684210526,0.0526315789473684,0.368421052631579,0.7668196820989646,COG0513
OM-RGC.v2.003367981,ORDERED-IDR,omrgcv2,398,428,OM-RGC.v2.003367981_398-428,0.459,15.649,15.649,39.233,39.233,0.596,6.171,0.2820154279470444,31,0.4516129032258065,0.3225806451612903,3.3020013233228105,4.05735201836035,3534.699999999998,0.064516129032258,0.3870967741935484,2.141935483870968,0.064516129032258,0.032258064516129,0.4193548387096774,0.7635173010671017,COG0513
OM-RGC.v2.018213235,ORDERED-IDR,omrgcv2,144,204,OM-RGC.v2.018213235_144-204,0.452,22.39,23.609,56.549,56.848,0.574,6.226,0.2590297162532806,61,0.4590163934426229,0.2295081967213114,4.052792307956085,4.850162406899084,7341.5999999999985,0.1147540983606557,0.3442622950819672,2.3999999999999995,0.0655737704918032,0.1147540983606557,0.3442622950819672,0.8319623957339826,COG0513
OM-RGC.v2.001993202,ORDERED-IDR,omrgcv2,383,511,OM-RGC.v2.001993202_383-511,0.4,32.259,32.838,76.343,78.667,0.523,6.381,0.2726176232099533,129,0.2480620155038759,0.1085271317829457,4.713261996116851,3.841838410184706,13830.900000000032,0.0697674418604651,0.1782945736434108,2.6286821705426355,0.0077519379844961,0.1085271317829457,0.5581395348837209,0.8112152595503269,COG0513
OM-RGC.v2.029343712,IDR-ORDERED,omrgcv2,1,18,OM-RGC.v2.029343712_1-18,0.468,11.042,11.042,27.545,27.545,0.534,5.834,-1.0,18,0.1111111111111111,0.1111111111111111,4.035980862152554,0.0,1996.0,0.0,0.1111111111111111,5.794444444444445,0.1111111111111111,0.5,0.2777777777777778,0.7140444136411452,COG0513
OM-RGC.v2.004107058,ORDERED-IDR,omrgcv2,350,399,OM-RGC.v2.004107058_350-399,0.458,20.192,21.584,54.155,52.558,0.603,6.077,0.2652702927589416,50,0.42,0.3,4.190698165576411,7.2518281905546385,5860.699999999997,0.06,0.36,2.584,0.08,0.12,0.36,0.7535138698821734,COG0513
OM-RGC.v2.001231380,ORDERED-IDR-ORDERED-IDR,omrgcv2,437,450,OM-RGC.v2.001231380_437-450,0.413,9.409,9.409,22.48,22.48,0.518,4.487,0.1765650361776352,14,0.3571428571428571,-0.2142857142857142,2.5002480789052224,0.4312470493606035,1570.6999999999998,0.2857142857142857,0.0714285714285714,2.7071428571428577,0.0714285714285714,0.0714285714285714,0.4285714285714286,0.6104821757000839,COG0513
OM-RGC.v2.001231380,ORDERED-IDR-ORDERED-IDR,omrgcv2,531,601,OM-RGC.v2.001231380_531-601,0.443,24.501,25.105,65.545,63.967,0.581,5.587,0.1473865732550621,71,0.4366197183098591,0.2676056338028169,3.575456927891481,11.73409874112345,7883.900000000007,0.0845070422535211,0.352112676056338,2.3352112676056334,0.0422535211267605,0.028169014084507,0.4507042253521127,0.6693432329996111,COG0513
OM-RGC.v2.003298370,ORDERED-IDR,omrgcv2,383,431,OM-RGC.v2.003298370_383-431,0.453,21.161,21.323,50.895,50.063,0.602,6.094,0.3023534566164017,49,0.5306122448979592,0.2448979591836735,4.182892271117367,3.134312361933373,5960.199999999997,0.1428571428571428,0.3877551020408163,2.6142857142857148,0.0816326530612244,0.1428571428571428,0.2244897959183673,0.7828963737854654,COG0513
OM-RGC.v2.001304945,ORDERED-IDR-ORDERED-IDR,omrgcv2,436,464,OM-RGC.v2.001304945_436-464,0.468,14.916,14.916,36.205,36.205,0.54,6.267,0.0391771327704191,29,0.5172413793103449,0.1034482758620689,2.8995357846472087,0.1561602144306726,3492.999999999998,0.2068965517241379,0.3103448275862069,2.086206896551724,0.0344827586206896,0.0689655172413793,0.3448275862068966,0.7352433106507045,COG0513
OM-RGC.v2.001304945,ORDERED-IDR-ORDERED-IDR,omrgcv2,532,590,OM-RGC.v2.001304945_532-590,0.45,22.503,22.833,55.902,55.047,0.574,6.131,0.2055415734648704,59,0.4915254237288136,0.2542372881355932,3.6443416061461766,6.313802785185986,7061.899999999999,0.1186440677966101,0.3728813559322034,2.494915254237288,0.0677966101694915,0.0847457627118644,0.3559322033898305,0.7553058545874638,COG0513
OM-RGC.v2.003836710,ORDERED-IDR,omrgcv2,383,409,OM-RGC.v2.003836710_383-409,0.48,14.465,14.465,36.565,36.565,0.568,6.233,0.4019377380609512,27,0.4444444444444444,0.3703703703703703,2.970293062651084,3.803895113818269,3341.299999999998,0.037037037037037,0.4074074074074074,2.585185185185185,0.074074074074074,0.1481481481481481,0.3333333333333333,0.764941060939936,COG0513
OM-RGC.v2.002885400,ORDERED-IDR,omrgcv2,381,451,OM-RGC.v2.002885400_381-451,0.401,22.505,24.469,57.265,57.873,0.523,7.519,0.2344304099678993,71,0.4507042253521126,0.1126760563380281,4.386260290859164,-1.5465921163679153,8457.500000000007,0.1690140845070422,0.2816901408450704,2.418309859154929,0.0704225352112676,0.1126760563380281,0.3098591549295774,0.8642984635065128,COG0513
OM-RGC.v2.001781493,ORDERED-IDR-ORDERED-IDR,omrgcv2,68,104,OM-RGC.v2.001781493_68-104,0.463,16.663,17.628,40.376,43.069,0.589,6.16,0.1433654315769672,37,0.4324324324324324,0.1081081081081081,3.751125960453332,0.047528298413657,4096.2,0.1621621621621621,0.2702702702702703,3.0567567567567564,0.0,0.2432432432432432,0.2702702702702703,0.7690219930220986,COG0513
OM-RGC.v2.001781493,ORDERED-IDR-ORDERED-IDR,omrgcv2,482,531,OM-RGC.v2.001781493_482-531,0.455,20.662,21.307,49.736,53.565,0.591,5.941,0.2490309178829193,50,0.36,0.28,3.818707100301376,6.79944633130224,5381.999999999999,0.04,0.32,2.65,0.04,0.08,0.44,0.7513464174550971,COG0513
OM-RGC.v2.019409988,IDR-ORDERED-IDR,omrgcv2,1,37,OM-RGC.v2.019409988_1-37,0.456,14.763,17.159,38.917,41.371,0.556,6.516,0.0833576433360576,37,0.5405405405405406,0.1081081081081081,2.923458241957112,0.1021886131999946,4413.2,0.2162162162162162,0.3243243243243243,2.008108108108108,0.0,0.1351351351351351,0.2702702702702703,0.7871800055584378,COG0513
OM-RGC.v2.019409988,IDR-ORDERED-IDR,omrgcv2,112,197,OM-RGC.v2.019409988_112-197,0.441,25.703,27.932,68.089,68.175,0.566,5.991,0.2757117003202438,86,0.3604651162790697,0.1976744186046511,4.289982994256406,7.6662369857337955,9570.800000000014,0.0813953488372093,0.2790697674418604,2.738372093023256,0.0581395348837209,0.0813953488372093,0.4651162790697674,0.7453180782950992,COG0513
OM-RGC.v2.003187544,ORDERED-IDR,omrgcv2,374,436,OM-RGC.v2.003187544_374-436,0.449,24.462,24.233,67.069,58.252,0.587,6.06,0.3096622079610824,63,0.3174603174603174,0.2222222222222222,4.31642678622311,4.739158272456305,6640.600000000001,0.0476190476190476,0.2698412698412698,2.747619047619047,0.0634920634920634,0.0634920634920634,0.492063492063492,0.7856264638894305,COG0513
OM-RGC.v2.039954789,IDR,omrgcv2,1,76,OM-RGC.v2.039954789_1-76,0.471,28.138,28.265,72.471,69.426,0.585,6.139,0.1922070309519767,76,0.3815789473684211,0.2763157894736842,4.860255369217708,13.037577628849204,8569.300000000008,0.0526315789473684,0.3289473684210526,2.718421052631579,0.131578947368421,0.0263157894736842,0.3947368421052631,0.7606588031235417,COG0513
OM-RGC.v2.003368007,ORDERED-IDR,omrgcv2,370,428,OM-RGC.v2.003368007_370-428,0.448,21.878,23.508,57.357,55.424,0.554,6.337,0.3058018535375595,59,0.3728813559322034,0.2372881355932203,3.9103324882524952,4.137612261816881,6615.200000000001,0.0677966101694915,0.3050847457627118,2.386440677966101,0.0338983050847457,0.0508474576271186,0.4745762711864407,0.7682021946047641,COG0513
OM-RGC.v2.017424160,ORDERED-IDR,omrgcv2,187,209,OM-RGC.v2.017424160_187-209,0.482,13.761,13.761,31.762,31.762,0.572,7.062,0.4877807646989822,23,0.3913043478260869,0.3043478260869565,3.4525383000020384,1.536117546599852,2834.699999999999,0.0434782608695652,0.3478260869565217,2.3260869565217392,0.1304347826086956,0.0869565217391304,0.3043478260869565,0.7171420589230014,COG0513
OM-RGC.v2.026918231,ORDERED-IDR,omrgcv2,96,162,OM-RGC.v2.026918231_96-162,0.433,22.966,23.767,60.007,57.707,0.551,6.187,0.1281700059771537,67,0.3432835820895522,0.2238805970149253,3.632507397371111,7.101262281267743,7499.700000000006,0.0597014925373134,0.2835820895522388,2.037313432835821,0.0,0.044776119402985,0.5522388059701493,0.7415296098586649,COG0513
OM-RGC.v2.003583729,ORDERED-IDR,omrgcv2,373,419,OM-RGC.v2.003583729_373-419,0.423,17.888,19.673,44.066,45.595,0.55,6.516,0.3137495368719101,47,0.2553191489361702,0.1702127659574468,3.7181482352359168,1.164969793543996,4973.2,0.0425531914893617,0.2127659574468085,2.602127659574468,0.0212765957446808,0.0638297872340425,0.553191489361702,0.783005571491643,COG0513
OM-RGC.v2.003836720,ORDERED-IDR,omrgcv2,380,409,OM-RGC.v2.003836720_380-409,0.472,16.096,16.096,40.259,40.259,0.609,6.139,0.4578812718391418,30,0.4,0.3333333333333333,3.302306225372127,3.933202294049225,3486.3999999999983,0.0333333333333333,0.3666666666666667,2.343333333333333,0.0666666666666666,0.0666666666666666,0.3666666666666667,0.7561860991741821,COG0513
OM-RGC.v2.003889324,ORDERED-IDR,omrgcv2,382,407,OM-RGC.v2.003889324_382-407,0.465,14.525,14.525,37.237,37.237,0.634,5.829,0.3748565912246704,26,0.4615384615384615,0.3846153846153847,3.001343204623752,4.151082112469499,3240.199999999998,0.0384615384615384,0.4230769230769231,1.7923076923076924,0.0769230769230769,0.0384615384615384,0.3461538461538461,0.6402659662859521,COG0513
OM-RGC.v2.000640979,ORDERED-IDR,omrgcv2,535,741,OM-RGC.v2.000640979_535-741,0.435,51.298,50.605,122.031,123.437,0.589,6.043,0.1351587995886802,207,0.3816425120772947,0.1884057971014492,5.673264519128049,28.09379969873224,23263.99999999998,0.0966183574879227,0.2850241545893719,2.7743961352657007,0.038647342995169,0.1352657004830917,0.3526570048309179,0.8522521956198946,COG0513
OM-RGC.v2.006900681,ORDERED-IDR,omrgcv2,286,326,OM-RGC.v2.006900681_286-326,0.434,17.575,18.566,44.051,46.48,0.572,5.812,0.219126783311367,41,0.3170731707317073,0.2682926829268292,3.1658628892500227,4.514461623400866,4676.8,0.024390243902439,0.2926829268292683,2.063414634146341,0.0,0.048780487804878,0.5121951219512195,0.7418021224069065,COG0513
OM-RGC.v2.001651546,ORDERED-IDR,omrgcv2,380,545,OM-RGC.v2.001651546_380-545,0.414,41.059,41.307,98.256,99.31,0.554,6.348,0.1601025760173797,166,0.2891566265060241,0.0240963855421686,5.933956057637163,-0.7568829029526146,17786.500000000007,0.1325301204819277,0.1566265060240964,3.669277108433735,0.0180722891566265,0.2951807228915662,0.2891566265060241,0.8855591800912198,COG0513
